Source ID,Domain,Secondary Domains,Category,Source Name,Source Owner,Canonical Level,Data Available,Coverage,Access Link,Access Method,Ingestion Type,Automation,Refresh Frequency,Authentication,Cost,Terms / Licensing,Priority,AI Processing,Entity Types,Business Value,Example Opportunity,Research Status,Last Verified,Owner / Analyst,Notes
GOV-0119,Government,,Healthcare Capacity,HRSA Data Warehouse,HRSA,,"Workforce, shortage areas, facilities and grants",US federal,https://data.hrsa.gov/,API / GIS / CSV,,Auto,,,,,P1,,,High,Find shortage markets,Identified — validation pending,,,
GOV-0120,Government,,Behavioral Health,SAMHSA Data,SAMHSA,,Mental health and substance-use data,US federal,https://www.samhsa.gov/data/data-we-collect,Downloads,,Semi-auto,,,,,P2,,,High,Find behavioral health demand,Identified — validation pending,,,
GOV-0121,Government,,Product Safety,SaferProducts API,CPSC,,Product incidents and recalls,US federal,https://www.saferproducts.gov/RestWebServices/,REST API,,Auto,,,,,P1,,,High,Detect product risk,Identified — validation pending,,,
GOV-0122,Government,,Vehicle Safety,NHTSA Vehicle API,NHTSA,,"VIN, recalls and vehicle data",US federal,https://vpic.nhtsa.dot.gov/api/,REST API,,Auto,,,,,P1,,,High,Track automotive risk,Identified — validation pending,,,
GOV-0123,Government,,Environment,EPA Envirofacts API,EPA,,"Facilities, emissions, waste and water data",US federal,https://www.epa.gov/enviro/envirofacts-data-service-api,REST API,,Auto,,,,,P1,,,High,Find liabilities,Identified — validation pending,,,
GOV-0124,Government,,Environmental Compliance,EPA ECHO Web Services,EPA,,"Compliance, enforcement and permits",US federal,https://echo.epa.gov/tools/web-services,REST services,,Semi-auto,,,,,P2,,,High,Find remediation demand,Identified — validation pending,,,
GOV-0125,Government,,Toxic Releases,EPA TRI,EPA,,Facility toxic releases,US federal,https://www.epa.gov/toxics-release-inventory-tri-program/tri-data-and-tools,Downloads / API,,Auto,,,,,P1,,,High,Find emission reduction targets,Identified — validation pending,,,
GOV-0126,Government,,Air Quality,EPA AQS API,EPA,,Air monitoring data,US federal,https://aqs.epa.gov/aqsweb/documents/data_api.html,REST API,,Auto,,,,,P1,,,High,Monitor pollution,Identified — validation pending,,,
GOV-0127,Government,,Water Quality,Water Quality Portal,EPA / USGS / NOAA,,Water samples and monitoring sites,US federal,https://www.waterqualitydata.us/,REST API,,Auto,,,,,P1,,,High,Find water problems,Identified — validation pending,,,
GOV-0128,Government,,Facilities,EPA Facility Registry Service,EPA,,Cross-program facility identities,US federal,https://www.epa.gov/frs/frs-data-resources,REST / bulk,,Semi-auto,,,,,P2,,,High,Resolve regulated facilities,Identified — validation pending,,,
GOV-0129,Government,,Disasters,OpenFEMA API,FEMA,,"Disasters, claims, grants and assistance",US federal,https://www.fema.gov/about/openfema/api,REST API,,Auto,,,,,P1,,,High,Find recovery demand,Identified — validation pending,,,
GOV-0130,Government,,Flood Risk,FEMA NFHL,FEMA,,Official flood zones,US federal,https://www.fema.gov/flood-maps/national-flood-hazard-layer,GIS / download,,Auto,,,,,P2,,,High,Score location risk,Identified — validation pending,,,
GOV-0131,Government,,Hazard Risk,FEMA National Risk Index,FEMA,,Community natural-hazard risk,US federal,https://www.fema.gov/flood-maps/products-tools/national-risk-index,GIS / download,,Auto,,,,,P2,,,High,Rank hazard exposure,Identified — validation pending,,,
GOV-0132,Government,,Climate,NOAA Climate Data API,NOAA,,Historical climate observations,US federal,https://www.ncdc.noaa.gov/cdo-web/webservices/v2,REST API,,Auto,,,,,P1,,,High,Model climate demand,Identified — validation pending,,,
GOV-0133,Government,,Weather,National Weather Service API,NOAA,,"Forecasts, alerts and observations",US federal,https://www.weather.gov/documentation/services-web-api,REST API,,Auto,,,,,P1,,,High,Trigger hazard scouts,Identified — validation pending,,,
GOV-0134,Government,,Weather Disasters,NOAA Storm Events,NOAA,,Severe weather events and damage,US federal,https://www.ncdc.noaa.gov/stormevents/,Bulk CSV,,Auto,,,,,P1,,,High,Quantify exposure,Identified — validation pending,,,
GOV-0135,Government,,Water,USGS Water Services,USGS,,"Streamflow, groundwater and water quality",US federal,https://waterservices.usgs.gov/,REST API,,Auto,,,,,P1,,,High,Monitor water conditions,Identified — validation pending,,,
GOV-0136,Government,,Geologic Hazards,USGS Earthquake API,USGS,,Earthquake events,US federal,https://earthquake.usgs.gov/fdsnws/event/1/,REST API,,Auto,,,,,P1,,,High,Trigger disaster scouts,Identified — validation pending,,,
GOV-0137,Government,,Geospatial,USGS National Map,USGS,,"Elevation, imagery and structures",US federal,https://apps.nationalmap.gov/tnmaccess/,REST API / GIS,,Auto,,,,,P1,,,High,Enrich location analysis,Identified — validation pending,,,
GOV-0138,Government,,Minerals,USGS Mineral Resources,USGS,,Mines and mineral deposits,US federal,https://mrdata.usgs.gov/,GIS / downloads,,Auto,,,,,P2,,,High,Find resource opportunities,Identified — validation pending,,,
GOV-0139,Government,,Public Lands,BLM GIS Data,BLM,,"Federal land, leases and rights-of-way",US federal,https://www.blm.gov/services/geospatial/GISData,GIS downloads,,Auto,,,,,P2,,,High,Find land-use opportunities,Identified — validation pending,,,
GOV-0140,Government,,Agriculture,USDA NASS Quick Stats API,USDA,,"Crop, livestock and price data",US federal,https://quickstats.nass.usda.gov/api,REST API,,Auto,,,,,P1,,,High,Detect agricultural shifts,Identified — validation pending,,,
GOV-0141,Government,,Food,FoodData Central API,USDA,,Food composition and branded foods,US federal,https://fdc.nal.usda.gov/api-guide.html,REST API,,Auto,,,,,P1,,,High,Analyze food markets,Identified — validation pending,,,
GOV-0142,Government,,Soils,USDA Soil Data Access,USDA NRCS,,Soil attributes and spatial data,US federal,https://sdmdataaccess.sc.egov.usda.gov/,SOAP / query,,Semi-auto,,,,,P2,,,High,Evaluate land suitability,Identified — validation pending,,,
GOV-0143,Government,,Energy,EIA Open Data API,EIA,,"Electricity, petroleum and gas data",US federal,https://www.eia.gov/opendata/,REST API,,Auto,,,,,P1,,,Very High,Track energy markets,Identified — validation pending,,,
GOV-0144,Government,,Energy,NREL Developer APIs,NREL,,"Solar, wind, rates and fuels",US federal,https://developer.nrel.gov/,REST APIs,,Auto,,,,,P1,,,Very High,Find renewable projects,Identified — validation pending,,,
GOV-0145,Government,,Research,OSTI API,DOE,,DOE-funded publications and software,US federal,https://www.osti.gov/api,REST API,,Auto,,,,,P1,,,High,Find funded technologies,Identified — validation pending,,,
GOV-0146,Government,,Energy Regulation,FERC eLibrary,FERC,,"Dockets, filings and orders",US federal,https://elibrary.ferc.gov/eLibrary/search,Portal / documents,,Semi-auto,,,,,P2,,,High,Track infrastructure cases,Identified — validation pending,,,
GOV-0147,Government,,Transportation,BTS APIs,DOT,,"Freight, aviation and transport indicators",US federal,https://www.bts.gov/browse-statistical-products-and-data/apis,REST APIs,,Auto,,,,,P1,,,High,Find logistics trends,Identified — validation pending,,,
GOV-0148,Government,,Transit,National Transit Database,FTA,,"Transit agencies, assets and ridership",US federal,https://www.transit.dot.gov/ntd/ntd-data,Bulk downloads,,Auto,,,,,P1,,,High,Find capital needs,Identified — validation pending,,,
GOV-0149,Government,,Road Infrastructure,FHWA HPMS,FHWA,,Road condition and performance,US federal,https://www.fhwa.dot.gov/policyinformation/hpms/shapefiles.cfm,GIS / bulk,,Auto,,,,,P2,,,High,Find corridor investment,Identified — validation pending,,,
GOV-0150,Government,,Aviation,FAA Data and Research,FAA,,"Airports, traffic and safety data",US federal,https://www.faa.gov/data_research,Downloads / APIs,,Auto,,,,,P1,,,High,Find aviation opportunities,Identified — validation pending,,,
GOV-0151,Government,,Communications,FCC Developer APIs,FCC,,"Licenses, broadband and filings",US federal,https://www.fcc.gov/reports-research/developers,REST APIs / downloads,,Auto,,,,,P1,,,High,Track telecom opportunities,Identified — validation pending,,,
GOV-0152,Government,,Broadband,FCC Broadband Data,FCC,,Broadband availability and providers,US federal,https://broadbandmap.fcc.gov/data-download,Bulk GIS / CSV,,Auto,,,,,P1,,,High,Find underserved markets,Identified — validation pending,,,
GOV-0153,Government,,Justice,FBI Crime Data API,FBI,,Crime and arrest data,US federal,https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/docApi,REST API,,Auto,,,,,P1,,,High,Find public-safety demand,Identified — validation pending,,,
GOV-0154,Government,,Sanctions,OFAC Sanctions Lists,U.S. Treasury,,Sanctioned entities and programs,US federal,https://ofac.treasury.gov/sanctions-list-service,Downloads / service,,Semi-auto,,,,,P2,,,High,Screen counterparties,Identified — validation pending,,,
GOV-0155,Government,,Export Controls,Consolidated Screening List,Commerce,,Export restriction lists,US federal,https://www.trade.gov/consolidated-screening-list,REST API / downloads,,Auto,,,,,P1,,,High,Screen trade risk,Identified — validation pending,,,
GOV-0156,Government,,Trade,International Trade Administration APIs,Commerce,,"Trade leads, tariffs and market data",US federal,https://developer.trade.gov/,REST APIs,,Auto,,,,,P1,,,High,Find export opportunities,Identified — validation pending,,,
GOV-0157,Government,,Immigration,USCIS Data,USCIS,,"Applications, approvals and processing times",US federal,https://www.uscis.gov/tools/reports-and-studies/immigration-and-citizenship-data,Downloads,,Semi-auto,,,,,P2,,,High,Track workforce migration,Identified — validation pending,,,
GOV-0158,Government,,Cybersecurity,CISA KEV Catalog,CISA,,Actively exploited vulnerabilities,US federal,https://www.cisa.gov/known-exploited-vulnerabilities-catalog,JSON / CSV,,Auto,,,,,P2,,,High,Find remediation opportunities,Identified — validation pending,,,
GOV-0159,Government,,Cybersecurity,CISA Advisories,CISA,,Cyber advisories and alerts,US federal,https://www.cisa.gov/news-events/cybersecurity-advisories,RSS / HTML,,Auto,,,,,P2,,,High,Monitor threats,Identified — validation pending,,,
GOV-0160,Government,,Cybersecurity,NVD API,NIST,,CVE vulnerabilities and severity,US federal,https://nvd.nist.gov/developers/vulnerabilities,REST API,,Auto,,,,,P1,,,High,Find security demand,Identified — validation pending,,,
GOV-0161,Government,,Education,College Scorecard API,Education Department,,"College cost, outcomes and debt",US federal,https://collegescorecard.ed.gov/data/api-documentation/,REST API,,Auto,,,,,P1,,,High,Analyze education markets,Identified — validation pending,,,
GOV-0162,Government,,Education,NCES Data Tools,NCES,,"Schools, districts and colleges",US federal,https://nces.ed.gov/datatools/,APIs / downloads,,Auto,,,,,P1,,,High,Map education demand,Identified — validation pending,,,
GOV-0163,Government,,Higher Education,IPEDS Data Center,NCES,,"Enrollment, finance and staffing",US federal,https://nces.ed.gov/ipeds/use-the-data,Bulk downloads,,Auto,,,,,P1,,,High,Find institutional trends,Identified — validation pending,,,
GOV-0164,Government,,Research Funding,NSF Award Search API,NSF,,"Awards, investigators and organizations",US federal,https://www.research.gov/common/webapi/awardapisearch-v1.htm,REST API,,Auto,,,,,P1,,,Very High,Find funded research,Identified — validation pending,,,
GOV-0165,Government,,Space,NASA Open APIs,NASA,,"Earth, imagery, astronomy and missions",US federal,https://api.nasa.gov/,REST APIs,,Auto,,,,,P1,,,High,Find space and geospatial signals,Identified — validation pending,,,
GOV-0166,Government,,Technology,NASA TechPort API,NASA,,NASA technology investments,US federal,https://techport.nasa.gov/help/api,REST API,,Auto,,,,,P1,,,High,Find funded technologies,Identified — validation pending,,,
GOV-0167,Government,,Software,NASA Software Catalog,NASA,,Government-developed software,US federal,https://software.nasa.gov/,Portal,,Semi-auto,,,,,P2,,,High,Find reusable software,Identified — validation pending,,,
GOV-0168,Government,,Archives,National Archives API,NARA,,Archival records and digital objects,US federal,https://www.archives.gov/developer,REST API,,Auto,,,,,P1,,,High,Research historical records,Identified — validation pending,,,
GOV-0169,Government,,FOIA,FOIA.gov API,DOJ,,Agency FOIA contacts and statistics,US federal,https://www.foia.gov/developer/,REST API,,Auto,,,,,P1,,,High,Plan targeted records requests,Identified — validation pending,,,
GOV-0170,Government,,Federal Property,Federal Real Property Profile,GSA,,Federal property and utilization,US federal,https://www.gsa.gov/policy-regulations/policy/real-property-policy/asset-management/federal-real-property-profile-frpp,Downloads / reports,,Semi-auto,,,,,P2,,,High,Find underused assets,Identified — validation pending,,,
GOV-0171,Government,,Surplus Assets,GSA Auctions,GSA,,Federal surplus property and equipment,US federal,https://gsaauctions.gov/,Portal,,Semi-auto,,,,,P2,,,High,Find discounted assets,Identified — validation pending,,,
GOV-0172,Government,,Surplus Assets,USA.gov Auctions Directory,USA.gov,,Government auctions and sales,US federal,https://www.usa.gov/auctions-and-sales,Directory,,Semi-auto,,,,,P2,,,High,Discover asset sales,Identified — validation pending,,,
GOV-0173,Government,,State Procurement,Alabama Procurement Office,State of Alabama,,"State solicitations, contracts, vendor registration, procurement rules and awards",Alabama,https://purchasing.alabama.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Alabama government contracts,Identified — validation pending,,,
GOV-0174,Government,,State Procurement,Alaska Procurement Office,State of Alaska,,"State solicitations, contracts, vendor registration, procurement rules and awards",Alaska,https://doa.alaska.gov/dgs/purchasing/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Alaska government contracts,Identified — validation pending,,,
GOV-0175,Government,,State Procurement,Arizona Procurement Office,State of Arizona,,"State solicitations, contracts, vendor registration, procurement rules and awards",Arizona,https://spo.az.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Arizona government contracts,Identified — validation pending,,,
GOV-0176,Government,,State Procurement,Arkansas Procurement Office,State of Arkansas,,"State solicitations, contracts, vendor registration, procurement rules and awards",Arkansas,https://www.transform.ar.gov/procurement/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Arkansas government contracts,Identified — validation pending,,,
GOV-0177,Government,,State Procurement,California Procurement Office,State of California,,"State solicitations, contracts, vendor registration, procurement rules and awards",California,https://www.dgs.ca.gov/PD,Portal; API/export varies,,Semi-auto,,,,,P2,,,Very High,Discover and monitor California government contracts,Identified — validation pending,,,
GOV-0178,Government,,State Procurement,Colorado Procurement Office,State of Colorado,,"State solicitations, contracts, vendor registration, procurement rules and awards",Colorado,https://osc.colorado.gov/spco,Portal; API/export varies,,Semi-auto,,,,,P2,,,High,Discover and monitor Colorado government contracts,Identified — validation pending,,,
GOV-0179,Government,,State Procurement,Connecticut Procurement Office,State of Connecticut,,"State solicitations, contracts, vendor registration, procurement rules and awards",Connecticut,https://portal.ct.gov/das/procurement,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Connecticut government contracts,Identified — validation pending,,,
GOV-0180,Government,,State Procurement,Delaware Procurement Office,State of Delaware,,"State solicitations, contracts, vendor registration, procurement rules and awards",Delaware,https://mymarketplace.delaware.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Delaware government contracts,Identified — validation pending,,,
GOV-0181,Government,,State Procurement,Florida Procurement Office,State of Florida,,"State solicitations, contracts, vendor registration, procurement rules and awards",Florida,https://www.dms.myflorida.com/business_operations/state_purchasing,Portal; API/export varies,,Semi-auto,,,,,P2,,,Very High,Discover and monitor Florida government contracts,Identified — validation pending,,,
GOV-0182,Government,,State Procurement,Georgia Procurement Office,State of Georgia,,"State solicitations, contracts, vendor registration, procurement rules and awards",Georgia,https://doas.ga.gov/state-purchasing,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Georgia government contracts,Identified — validation pending,,,
GOV-0183,Government,,State Procurement,Hawaii Procurement Office,State of Hawaii,,"State solicitations, contracts, vendor registration, procurement rules and awards",Hawaii,https://spo.hawaii.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Hawaii government contracts,Identified — validation pending,,,
GOV-0184,Government,,State Procurement,Idaho Procurement Office,State of Idaho,,"State solicitations, contracts, vendor registration, procurement rules and awards",Idaho,https://purchasing.idaho.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Idaho government contracts,Identified — validation pending,,,
GOV-0185,Government,,State Procurement,Illinois Procurement Office,State of Illinois,,"State solicitations, contracts, vendor registration, procurement rules and awards",Illinois,https://cms.illinois.gov/business/procurement.html,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Illinois government contracts,Identified — validation pending,,,
GOV-0186,Government,,State Procurement,Indiana Procurement Office,State of Indiana,,"State solicitations, contracts, vendor registration, procurement rules and awards",Indiana,https://www.in.gov/idoa/procurement/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Indiana government contracts,Identified — validation pending,,,
GOV-0187,Government,,State Procurement,Iowa Procurement Office,State of Iowa,,"State solicitations, contracts, vendor registration, procurement rules and awards",Iowa,https://das.iowa.gov/procurement,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Iowa government contracts,Identified — validation pending,,,
GOV-0188,Government,,State Procurement,Kansas Procurement Office,State of Kansas,,"State solicitations, contracts, vendor registration, procurement rules and awards",Kansas,https://admin.ks.gov/offices/procurement-and-contracts,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Kansas government contracts,Identified — validation pending,,,
GOV-0189,Government,,State Procurement,Kentucky Procurement Office,State of Kentucky,,"State solicitations, contracts, vendor registration, procurement rules and awards",Kentucky,https://finance.ky.gov/office-of-the-controller/office-of-procurement-services/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Kentucky government contracts,Identified — validation pending,,,
GOV-0190,Government,,State Procurement,Louisiana Procurement Office,State of Louisiana,,"State solicitations, contracts, vendor registration, procurement rules and awards",Louisiana,https://www.doa.la.gov/doa/osp/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Louisiana government contracts,Identified — validation pending,,,
GOV-0191,Government,,State Procurement,Maine Procurement Office,State of Maine,,"State solicitations, contracts, vendor registration, procurement rules and awards",Maine,https://www.maine.gov/dafs/bbm/procurementservices/home,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Maine government contracts,Identified — validation pending,,,
GOV-0192,Government,,State Procurement,Maryland Procurement Office,State of Maryland,,"State solicitations, contracts, vendor registration, procurement rules and awards",Maryland,https://procurement.maryland.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Maryland government contracts,Identified — validation pending,,,
GOV-0193,Government,,State Procurement,Massachusetts Procurement Office,State of Massachusetts,,"State solicitations, contracts, vendor registration, procurement rules and awards",Massachusetts,https://www.mass.gov/orgs/operational-services-division,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Massachusetts government contracts,Identified — validation pending,,,
GOV-0194,Government,,State Procurement,Michigan Procurement Office,State of Michigan,,"State solicitations, contracts, vendor registration, procurement rules and awards",Michigan,https://www.michigan.gov/dtmb/procurement,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Michigan government contracts,Identified — validation pending,,,
GOV-0195,Government,,State Procurement,Minnesota Procurement Office,State of Minnesota,,"State solicitations, contracts, vendor registration, procurement rules and awards",Minnesota,https://mn.gov/admin/government/purchasing-contracting/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Minnesota government contracts,Identified — validation pending,,,
GOV-0196,Government,,State Procurement,Mississippi Procurement Office,State of Mississippi,,"State solicitations, contracts, vendor registration, procurement rules and awards",Mississippi,https://www.dfa.ms.gov/procurement-contracts,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Mississippi government contracts,Identified — validation pending,,,
GOV-0197,Government,,State Procurement,Missouri Procurement Office,State of Missouri,,"State solicitations, contracts, vendor registration, procurement rules and awards",Missouri,https://oa.mo.gov/purchasing,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Missouri government contracts,Identified — validation pending,,,
GOV-0198,Government,,State Procurement,Montana Procurement Office,State of Montana,,"State solicitations, contracts, vendor registration, procurement rules and awards",Montana,https://spb.mt.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Montana government contracts,Identified — validation pending,,,
GOV-0199,Government,,State Procurement,Nebraska Procurement Office,State of Nebraska,,"State solicitations, contracts, vendor registration, procurement rules and awards",Nebraska,https://das.nebraska.gov/materiel/purchasing.html,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Nebraska government contracts,Identified — validation pending,,,
GOV-0200,Government,,State Procurement,Nevada Procurement Office,State of Nevada,,"State solicitations, contracts, vendor registration, procurement rules and awards",Nevada,https://purchasing.nv.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Nevada government contracts,Identified — validation pending,,,
GOV-0201,Government,,State Procurement,New Hampshire Procurement Office,State of New Hampshire,,"State solicitations, contracts, vendor registration, procurement rules and awards",New Hampshire,https://das.nh.gov/purchasing/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor New Hampshire government contracts,Identified — validation pending,,,
GOV-0202,Government,,State Procurement,New Jersey Procurement Office,State of New Jersey,,"State solicitations, contracts, vendor registration, procurement rules and awards",New Jersey,https://www.nj.gov/treasury/purchase/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor New Jersey government contracts,Identified — validation pending,,,
GOV-0203,Government,,State Procurement,New Mexico Procurement Office,State of New Mexico,,"State solicitations, contracts, vendor registration, procurement rules and awards",New Mexico,https://www.generalservices.state.nm.us/statepurchasing/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor New Mexico government contracts,Identified — validation pending,,,
GOV-0204,Government,,State Procurement,New York Procurement Office,State of New York,,"State solicitations, contracts, vendor registration, procurement rules and awards",New York,https://ogs.ny.gov/procurement,Portal; API/export varies,,Semi-auto,,,,,P2,,,Very High,Discover and monitor New York government contracts,Identified — validation pending,,,
GOV-0205,Government,,State Procurement,North Carolina Procurement Office,State of North Carolina,,"State solicitations, contracts, vendor registration, procurement rules and awards",North Carolina,https://ncadmin.nc.gov/government-agencies/procurement,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor North Carolina government contracts,Identified — validation pending,,,
GOV-0206,Government,,State Procurement,North Dakota Procurement Office,State of North Dakota,,"State solicitations, contracts, vendor registration, procurement rules and awards",North Dakota,https://www.omb.nd.gov/doing-business-state/procurement,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor North Dakota government contracts,Identified — validation pending,,,
GOV-0207,Government,,State Procurement,Ohio Procurement Office,State of Ohio,,"State solicitations, contracts, vendor registration, procurement rules and awards",Ohio,https://procure.ohio.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Ohio government contracts,Identified — validation pending,,,
GOV-0208,Government,,State Procurement,Oklahoma Procurement Office,State of Oklahoma,,"State solicitations, contracts, vendor registration, procurement rules and awards",Oklahoma,https://oklahoma.gov/omes/services/purchasing.html,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Oklahoma government contracts,Identified — validation pending,,,
GOV-0209,Government,,State Procurement,Oregon Procurement Office,State of Oregon,,"State solicitations, contracts, vendor registration, procurement rules and awards",Oregon,https://www.oregon.gov/DAS/Procurement/Pages/Index.aspx,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Oregon government contracts,Identified — validation pending,,,
GOV-0210,Government,,State Procurement,Pennsylvania Procurement Office,State of Pennsylvania,,"State solicitations, contracts, vendor registration, procurement rules and awards",Pennsylvania,https://www.dgs.pa.gov/Materials-Services-Procurement/Pages/default.aspx,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Pennsylvania government contracts,Identified — validation pending,,,
GOV-0211,Government,,State Procurement,Rhode Island Procurement Office,State of Rhode Island,,"State solicitations, contracts, vendor registration, procurement rules and awards",Rhode Island,https://www.ridop.ri.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Rhode Island government contracts,Identified — validation pending,,,
GOV-0212,Government,,State Procurement,South Carolina Procurement Office,State of South Carolina,,"State solicitations, contracts, vendor registration, procurement rules and awards",South Carolina,https://procurement.sc.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor South Carolina government contracts,Identified — validation pending,,,
GOV-0213,Government,,State Procurement,South Dakota Procurement Office,State of South Dakota,,"State solicitations, contracts, vendor registration, procurement rules and awards",South Dakota,https://boa.sd.gov/central-services/procurement-management/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor South Dakota government contracts,Identified — validation pending,,,
GOV-0214,Government,,State Procurement,Tennessee Procurement Office,State of Tennessee,,"State solicitations, contracts, vendor registration, procurement rules and awards",Tennessee,https://www.tn.gov/generalservices/procurement.html,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Tennessee government contracts,Identified — validation pending,,,
GOV-0215,Government,,State Procurement,Texas Procurement Office,State of Texas,,"State solicitations, contracts, vendor registration, procurement rules and awards",Texas,https://comptroller.texas.gov/purchasing/,Portal; API/export varies,,Semi-auto,,,,,P2,,,Very High,Discover and monitor Texas government contracts,Identified — validation pending,,,
GOV-0216,Government,,State Procurement,Utah Procurement Office,State of Utah,,"State solicitations, contracts, vendor registration, procurement rules and awards",Utah,https://purchasing.utah.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Utah government contracts,Identified — validation pending,,,
GOV-0217,Government,,State Procurement,Vermont Procurement Office,State of Vermont,,"State solicitations, contracts, vendor registration, procurement rules and awards",Vermont,https://bgs.vermont.gov/purchasing,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Vermont government contracts,Identified — validation pending,,,
GOV-0218,Government,,State Procurement,Virginia Procurement Office,State of Virginia,,"State solicitations, contracts, vendor registration, procurement rules and awards",Virginia,https://dgs.virginia.gov/procurement,Portal; API/export varies,,Semi-auto,,,,,P2,,,High,Discover and monitor Virginia government contracts,Identified — validation pending,,,
GOV-0219,Government,,State Procurement,Washington Procurement Office,State of Washington,,"State solicitations, contracts, vendor registration, procurement rules and awards",Washington,https://des.wa.gov/services/contracting-purchasing,Portal; API/export varies,,Semi-auto,,,,,P2,,,High,Discover and monitor Washington government contracts,Identified — validation pending,,,
GOV-0220,Government,,State Procurement,West Virginia Procurement Office,State of West Virginia,,"State solicitations, contracts, vendor registration, procurement rules and awards",West Virginia,https://www.state.wv.us/admin/purchase/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor West Virginia government contracts,Identified — validation pending,,,
GOV-0221,Government,,State Procurement,Wisconsin Procurement Office,State of Wisconsin,,"State solicitations, contracts, vendor registration, procurement rules and awards",Wisconsin,https://doa.wi.gov/Pages/StateEmployees/Procurement.aspx,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Wisconsin government contracts,Identified — validation pending,,,
GOV-0222,Government,,State Procurement,Wyoming Procurement Office,State of Wyoming,,"State solicitations, contracts, vendor registration, procurement rules and awards",Wyoming,https://ai.wyo.gov/divisions/general-services/purchasing,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor Wyoming government contracts,Identified — validation pending,,,
GOV-0223,Government,,State Procurement,District of Columbia Procurement Office,State of District of Columbia,,"State solicitations, contracts, vendor registration, procurement rules and awards",District of Columbia,https://ocp.dc.gov/,Portal; API/export varies,,Semi-auto,,,,,P3,,,High,Discover and monitor District of Columbia government contracts,Identified — validation pending,,,
